APN,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
ZZZZZZZZZZZZZ,BL-020048,TREE SERVICES,Business Personal Repair Svs,ATLAS TREE SERVICE INC,561730 - Landscaping Services,B,5,Corporation,ATLAS TREE SERVICE INC,PO BOX 23343,,PLEASANT HILL,CA,94523-0343,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 235902700,BL-017060,BUILDING A MACHINE TO CAPTURE CO2 FROM THE AIR,Business Personal Repair Svs,"AIRMYNE, INC",813311 - Human Rights Organizations,B,12,Corporation,"AIRMYNE, INC",823 GILMAN ST,,BERKELEY,CA,947101421,Business Owner,823 GILMAN St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-014313,PLUMBING/HVAC CONTRACTOR,Construction or Contractor,AIR SYSTEMS SERVICE & CONSTRUCTION INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3,Corporation,AIR SYSTEMS SERVICE & CONSTRUCTION INC,10381 OLD PLACERVILLE RD STE 100,,SACRAMENTO,CA,95827-2558,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 241000600,BL-019771,CAR DEALERSHIP,Motor Vehicle Sales,PENINSULA MOTORS,441120 - Used Car Dealers,V,1,Sole Ownership,PENINSULA MOTORS,1193 SAN PABLO AVE,,BERKELEY,CA,94706-2215,Business Owner,1193 SAN PABLO Ave,BERKELEY,CA,94706,
ZZZZZZZZZZZZZ,BL-018441,"CONCRETE WORK - STREETS, SIDEWALKS, CURBS, GUTTERS",Construction or Contractor,ARROWHEAD CONCRETE CONSTRUCTION,238110 - Poured Concrete Foundation and Structure Contractors,C,5,Corporation,ARROWHEAD CONCRETE CONSTRUCTION,12653 E JAHANT RD,,ACAMPO,CA,95220-9484,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-049737,GENERAL CONTRACTOR,Construction or Contractor,HOME HEALING RENOVATIONS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,18,LLC,HOME HEALING RENOVATIONS,2342 SHATTUCK AVE # 325,,BERKELEY,CA,94704-1517,Business Owner,702 HARRISON St,BERKELEY,CA,94710,
056 191603700,BL-008191,RENTAL PROPERTY,Rental of Real Property,XIE LOUIS,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,XIE LOUIS,709 MIDCREST WAY,,EL CERRITO,CA,94530-3310,Business Owner,2309 ACTON St,BERKELEY,CA,94702,
052 152801100,BL-006769,RES. RENTAL - 4 UNITS,Rental of Real Property,JALIL ABDUL S,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,JALIL ABDUL S,1909 16TH AVE,,OAKLAND,CA,94606,Business Owner,1865 ALCATRAZ AVE,BERKELEY,CA,94703,
058 217002000,BL-025514,ARCHITECTURE,Business Personal Repair Svs,ASSEMBLY,541611 - Administrative Management and General Management Consulting Services,B,0,Partnership,ASSEMBLY,1701 M L K JR WAY,,BERKELEY,CA,94709,Business Owner,1701 M L KING JR WAY,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-040065,GENERAL CONTRACTOR,Construction or Contractor,CONDON-JOHNSON & ASSOCIATES IN,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,CONDON-JOHNSON & ASSOCIATES IN,480 ROLAND WAY STE 200,,OAKLAND,CA,94621,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 165801101,BL-021035,WAREHOUSE/STORAGE,Business Personal Repair Svs,UPSIDE FOODS INC,493110 - General Warehousing and Storage,B,188,Corporation,UPSIDE FOODS INC,804 HEINZ AVE STE 200,,BERKELEY,CA,947102755,Business Owner,2824 EIGHTH St,BERKELEY,CA,94710,
054 180201800,BL-005294,RENTAL PROPERTY 5 UNITS,Rental of Real Property,KO PATRICK,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,KO PATRICK,1601 ROGER CT,,EL CERRITO,CA,94530-2027,Business Owner,2651 SACRAMENTO St,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-014887,DRYWALL CONTRACTOR,Construction or Contractor,CONCORD DRYWALL INC,238310 - Drywall and Insulation Contractors,C,5,Corporation,CONCORD DRYWALL INC,1717 SOLANO WAY,,CONCORD,CA,94520-5453,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 164400300,BL-009231,COMMERCIAL RENTAL,Rental of Real Property,SEVENTH STREET PROPERTIES IX LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,SEVENTH STREET PROPERTIES IX LLC,1120 NYE ST STE 400,,SAN RAFAEL,CA,94901-2946,Business Owner,801 ANTHONY St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-033959,CLEANING SERVICES,Business Personal Repair Svs,LOPEZ BRIGIDO & ADELA,561720 - Janitorial Services,B,1,Sole Ownership,LOPEZ BRIGIDO & ADELA,2220 RUMRILL BLVD,,RICHMOND,CA,94806,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 156702000,BL-002118,LOCAL BIZ SUPPORT,Non Profit Organizations,ELMWOOD BUSINESS ASSOCIATION,541620 - Environmental Consulting Services,N,0,Corporation,ELMWOOD BUSINESS ASSOCIATION,PO BOX 5881,,BERKELEY,CA,947050881,Business Owner,2935 COLLEGE Ave,BERKELEY,CA,94705,
057 206803100,BL-001238,ARCHITECTURAL SERVICES,Professional SemiProfessional,NOEMIE HANSEN ARCHITECT,541310 - Architectural Services,P,1,Sole Ownership,NOEMIE HANSEN ARCHITECT,1544 HEARST AVE,,BERKELEY,CA,947031219,Business Owner,1544 HEARST Ave,BERKELEY,CA,94703,
058 217300203,BL-043801,"JEWELRY, RUGS, ART",Retail Trade,TIBET IMPORTS,448150 - Clothing Accessories Stores,R,1,Sole Ownership,TIBET IMPORTS,1600 SHATTUCK AVE 102,,BERKELEY,CA,94709,Business Owner,1600 SHATTUCK AVE,BERKELEY,CA,94702,
060 248300900,BL-034069,LECTURER,Professional SemiProfessional,ARLENE BLUM LECTURES,541620 - Environmental Consulting Services,P,0,Sole Ownership,ARLENE BLUM LECTURES,1492 OLYMPUS AVE,,BERKELEY,CA,94708-2208,Business Owner,1492 OLYMPUS AVE,BERKELEY,CA,94708,
055 184501502,BL-031209,CHILDCARE/PRESCHOOL,Non Profit Organizations,HEARTS LEAP PRESCHOOL,624410 - Child Day Care Services,N,0,Corporation,HEARTS LEAP PRESCHOOL,125 UNIVERSITY AVE FL 2,,BERKELEY,CA,94710-1601,Business Owner,2640 COLLEGE AVE,BERKELEY,CA,94704,
052 157401404,BL-039441,MEDICAL OFFICE,Professional SemiProfessional,PACIFIC BONE & JOINT CLINIC,621111 - Offices of Physicians (except Mental Health Specialists),P,5,Sole Ownership,PACIFIC BONE & JOINT CLINIC,3000 COLBY ST STE 106,,BERKELEY,CA,94705,Business Owner,3000 COLBY ST,BERKELEY,CA,94705,
055 190801600,BL-035628,INTERNET SALES-USED BOOKS,Retail Trade,SMITH PHILIP,453310 - Used Merchandise Stores,R,0,Sole Ownership,SMITH PHILIP,2336 ROOSEVELT AVE,,BERKELEY,CA,947031724,Business Owner,2336 ROOSEVELT AVE,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-035941,RELIGIOUS ORGANIZATION,Non Profit Organizations,EASTBAYSHORE ERUV CORPORATION,813110 - Religious Organizations,N,1,Corporation,EASTBAYSHORE ERUV CORPORATION,1306 CHANNING WAY,,BERKELEY,CA,94702-2116,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 184000101,BL-007829,COMMERCIAL RENTAL,Rental of Real Property,LIEBERT BRUCE E & CARLYN TR,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,LIEBERT BRUCE E & CARLYN TR,1905 JUDD HILLSIDE RD,,HONOLULU,HI,96822-2007,Business Owner,2601 TELEGRAPH AVE,BERKELEY,CA,94704,
057 209901600,BL-021374,COMMERCIAL RENTAL,Rental of Real Property,ABRAMS/MILLIKAN & ASSOC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3,Partnership,ABRAMS/MILLIKAN & ASSOC,1834 4TH ST,,BERKELEY,CA,94710,Business Owner,1809 FOURTH ST,BERKELEY,CA,94710,
056 192100302,BL-016821,GENERAL CONTRACTOR,Construction or Contractor,TYPE FIVE INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,TYPE FIVE INC,1336 CHANNING WAY UNIT F,,BERKELEY,CA,94702-2142,Business Owner,1336 CHANNING Way,BERKELEY,CA,94702,
054 171400800,BL-006540,RES. RENTAL - 8 UNITS,Rental of Real Property,SHING MICHAEL & ANNETTE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SHING MICHAEL & ANNETTE,PO BOX 191232,,SAN FRANCISCO,CA,94119-1232,Business Owner,2407 WARD St,BERKELEY,CA,94705,
053 160903400,BL-048493,RES. RENTAL - 4 UNITS,Rental of Real Property,LEE AMARRA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,LEE AMARRA,PO Box 99413,,Emeryville,CA,94662,Business Owner,1648 RUSSELL ST,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-046822,MARINE SALVAGE SERVICES,Business Personal Repair Svs,SAN RAFAEL YACHT HARBOR,488330 - Navigational Services to Shipping,B,2,Sole Ownership,SAN RAFAEL YACHT HARBOR,PO BOX 3477,,SAN RAFAEL,CA,94912,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-032904,HVAC CONTRACTOR,Construction or Contractor,A-1 GUARANTEED HEATING & AIR C,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,Corporation,A-1 GUARANTEED HEATING & AIR C,1768 BROADWAY,,VALLEJO,CA,94589,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 182901200,BL-018669,STUDENT DORM HOUSING,Rental of Real Property,YANG WEI,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,YANG WEI,4116 CREEKWOOD CT,,PLEASANTON,CA,945884835,Business Owner,2555 FULTON St,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-011007,AUTO RESALE/MECHANIC,Business Personal Repair Svs,MOBILE MECHANIC,811111 - General Automotive Repair,B,0,Sole Ownership,MOBILE MECHANIC,1322 CARLOTTA AVE,,BERKELEY,CA,94703-1004,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 241202200,BL-022209,FREELANCE WRITER,Entertainment Recreation,MOON AMY,"711510 - Independent Artists, Writers, and Performers",E,0,Sole Ownership,MOON AMY,1219A CURTIS ST,,BERKELEY,CA,94706,Business Owner,1219 CURTIS St,BERKELEY,CA,94706,
060 235101400,BL-018094,ENVIRONMENTAL CONSULTING,Professional SemiProfessional,FROG ENV INCORPORATED,541620 - Environmental Consulting Services,P,4,Corporation,FROG ENV INCORPORATED,965 E. WILLOW ST,,SIGNAL HILL,CA,90755,Business Owner,1331 EIGHTH St,BERKELEY,CA,94710,
057 209801605,BL-009321,PET STORE,Retail Trade,M O R REPTILES,453910 - Pet and Pet Supplies Stores,R,15,LLC,M O R REPTILES,1827 FIFTH ST,,BERKELEY,CA,94710-1914,Business Owner,1827 FIFTH ST,BERKELEY,CA,94710,
056 194202401,BL-004564,COMMERCIAL PROP LESSOR,Professional SemiProfessional,JOSHCO LABS INC,"541990 - All Other Professional, Scientific, and Technical Services",P,1,Corporation,JOSHCO LABS INC,1093 KEITH AVE,,BERKELEY,CA,947081633,Business Owner,2323 FIFTH St,BERKELEY,CA,94710,
056 194300300,BL-014750,LANDSCAPE ARCHITECT,Professional SemiProfessional,CUMMINGS RYAN,541320 - Landscape Architectural Services,P,0,Sole Ownership,CUMMINGS RYAN,806 CHANNING WAY,,BERKELEY,CA,94710-2420,Business Owner,806 CHANNING Way,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-017588,ELECTRICAL BUSINESS. RESIDENTIAL & COMMERICAL,Construction or Contractor,SINGLE LINE ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3,Corporation,SINGLE LINE ELECTRIC,18234 LEATHER OAK RD,,LATHROP,CA,95330-8533,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 226901900,BL-025506,RENTAL PROPERTY,Rental of Real Property,WANG ZHENDONG,531110 - Lessors of Residential Buildings and Dwellings,L,3,Sole Ownership,WANG ZHENDONG,941 SPRUCE ST,,BERKELEY,CA,94707-2424,Business Owner,1465 M L KING JR WAY,BERKELEY,CA,94709,
057 206701301,BL-009995,RES. RENTAL - 7 UNITS,Rental of Real Property,OKAZAKI TAKASHI & SUZIE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,OKAZAKI TAKASHI & SUZIE,482 15TH AVE,,SAN FRANCISCO,CA,94118-2809,Business Owner,1519 HEARST AVE,BERKELEY,CA,94703,
061 260300400,BL-050877,RUG STORE,Retail Trade,NOOR AND SONS RUG GALLERY,442210 - Floor Covering Stores,R,1,Corporation,NOOR AND SONS RUG GALLERY,1898 SOLANO AVE,,BERKELEY,CA,94707,Business Owner,1898 SOLANO AVE,BERKELEY,CA,94707,
057 202300100,BL-019793,JAPANESE SUSHI & RAMEN,Retail Trade,SUSHI SECRETS INC,722511 - Full-Service Restaurants,R,3,Corporation,SUSHI SECRETS INC,2110 SHATTUCK AVE,,BERKELEY,CA,947041209,Business Owner,2110 SHATTUCK Ave,BERKELEY,CA,94704,
052 154200100,BL-012421,RES RENTAL PROPERTY,Rental of Real Property,ARK7 PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,ARK7 PROPERTIES LLC,"530 Shower Dr, Ste 7, #291",,Mountain View,CA,94040,Business Owner,3102 CALIFORNIA St,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-022634,SOFTWARE AS A SVC,Professional SemiProfessional,TABLET COMMAND INC,541511 - Custom Computer Programming Services,P,25,Corporation,TABLET COMMAND INC,1212 BROADWAY PLZ STE 2100,,WALNUT CREEK,CA,94596,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021020,TEACH TENNIS,Professional SemiProfessional,SEGUIN DANIEL,611620 - Sports and Recreation Instruction,P,0,Sole Ownership,SEGUIN DANIEL,615 VISTAMONT AVE,,BERKELEY,CA,94708-1226,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 205001302,BL-048374,RES. RENTAL - 7 UNITS,Rental of Real Property,WANG IRIS/LIU JACK,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,WANG IRIS/LIU JACK,3358 JOHNSON RD,,LAFAYETTE,CA,94549-2132,Business Owner,2015 HEARST AVE,BERKELEY,CA,94709,
054 177800202,BL-038650,EDUCATIONAL SERVICES,Business Personal Repair Svs,YODER ELAINE,812990 - All Other Personal Services,B,0,Sole Ownership,YODER ELAINE,4 W NAPA DR,,PETALUMA,CA,94954-1364,Business Owner,2550 NINTH St,BERKELEY,CA,94710,
053 170300800,BL-017552,EDUCATIONAL CONSULTING,Non Profit Organizations,CTR FOR ACCESSIBLE TECHNOLOGY,624190 - Other Individual and Family Services,N,8,Corporation,CTR FOR ACCESSIBLE TECHNOLOGY,3075 ADELINE ST #220,,BERKELEY,CA,94703,Business Owner,3075 ADELINE ST,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-012723,UTILITY USER PROVIDER,Business Personal Repair Svs,CALPINE ENERGY SOLUTIONS LLC,813910 - Business Associations,B,0,LLC,CALPINE ENERGY SOLUTIONS LLC,401 W A ST STE 500,,SAN DIEGO,CA,92101-7991,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 161101802,BL-014859,POSTAL SERVICES,Business Personal Repair Svs,SACRAMENTO MAILBOX,491110 - Postal Service,B,1,Partnership,SACRAMENTO MAILBOX,2991 SACRAMENTO ST,,BERKELEY,CA,94702-2534,Business Owner,2991 SACRAMENTO St,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-021229,ENGINEERING CONSTRUCTION,Construction or Contractor,A. ROBLEDO CONSTRUCTION GENERAL ENGINEERING INC,238990 - All Other Specialty Trade Contractors,C,1,Sole Ownership,A. ROBLEDO CONSTRUCTION GENERAL ENGINEERING INC,1715 UTAH CIR,,FAIRFIELD,CA,94533-4517,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
064 424300302,BL-018564,TRAVEL AGENT,Business Personal Repair Svs,MARYE JAYNE WALLACE TRAVEL,561510 - Travel Agencies,B,1,Sole Ownership,MARYE JAYNE WALLACE TRAVEL,64 OAKRIDGE RD,,BERKELEY,CA,94705,Business Owner,64 OAK RIDGE Rd,BERKELEY,CA,94705,
053 162700300,BL-048652,RES. RENTAL - 4 UNITS,Rental of Real Property,HERNANDEZ FABIAN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,HERNANDEZ FABIAN,3008 MABEL ST STE 3,,BERKELEY,CA,94702,Business Owner,3008 MABEL ST,BERKELEY,CA,94702,
058 212700500,BL-024214,CAR RENTAL,Business Personal Repair Svs,ENTERPRISE RENT-A-CAR,532111 - Passenger Car Rental,B,14,LLC,ENTERPRISE RENT-A-CAR,2633 CAMINO RAMON STE 425,,SAN RAMON,CA,94583,Business Owner,1706 SAN PABLO AVE,BERKELEY,CA,94702,
055 189700501,BL-005352,MEDICAL PRACTICE,Professional SemiProfessional,DIABLO VALLEY ONCOLOGY & HEMATOLOGY MEDICAL GROUP INC,621111 - Offices of Physicians (except Mental Health Specialists),P,101,Corporation,DIABLO VALLEY ONCOLOGY & HEMATOLOGY MEDICAL GROUP INC,400 TAYLOR BLVD STE 202,ATTN: LORI ORR,PLEASANT HILL,CA,94523-2163,Business Owner,2001 DWIGHT Way,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021597,CREATE GREEN URBAN SPACES,Non Profit Organizations,INTERNATIONAL ASSOCIATION FOR HUMAN VALUES,813319 - Other Social Advocacy Organizations,N,28,Corporation,INTERNATIONAL ASSOCIATION FOR HUMAN VALUES,2401 15TH ST NW,,WASHINGTON,DC,20009-4101,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 203001200,BL-019867,RESEARCH NATURE & MECHANISMS OF CONSCIOUSNESS & THE MIND,Professional SemiProfessional,BHATLA NIKHIL,541690 - Other Scientific and Technical Consulting Services,P,1,Sole Ownership,BHATLA NIKHIL,5980 WESTOVER DR,,OAKLAND,CA,94611-2402,Business Owner,2223 SHATTUCK Ave,BERKELEY,CA,94704,
061 259800500,BL-003847,SOFTWARE TECH CONSULTING,Professional SemiProfessional,HYROGLYF LLC,541519 - Other Computer Related Services,P,1,LLC,HYROGLYF LLC,1831 SOLANO AVE #8591,,BERKELEY,CA,94707,Business Owner,107 SOUTHAMPTON Ave,BERKELEY,CA,94707,
055 189301501,BL-043813,COMMERCIAL PROPERTY,Rental of Real Property,LAKIREDDY PRASAD,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1,Sole Ownership,LAKIREDDY PRASAD,2319 SHATTUCK AVE STE A,,BERKELEY,CA,94704,Business Owner,2323 SHATTUCK AVE,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021292,HR CONSULTING SVCS,Professional SemiProfessional,TAN KRISTINE JOY D,541612 - Human Resources Consulting Services,P,1,Sole Ownership,TAN KRISTINE JOY D,8351 VANPORT AVE,,WHITTIER,CA,90606-3307,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 209600504,BL-035153,RES. RENTAL - 4 UNITS,Rental of Real Property,KY DAN H & SOPHIA U,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,KY DAN H & SOPHIA U,1917 HARMON ST,,BERKELEY,CA,94703,Business Owner,1922 SEVENTH ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-022237,ENVIRONMENTAL INVESTIGATIONS,Professional SemiProfessional,EGS CONSULTANTS INC,541620 - Environmental Consulting Services,P,2,Corporation,EGS CONSULTANTS INC,PO BOX 751591,,PETALUMA,CA,94975,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 169101601,BL-035817,ENVIRONMENTAL SCIENCES,Professional SemiProfessional,STILLWATER SCIENCES,541620 - Environmental Consulting Services,P,37,Sole Ownership,STILLWATER SCIENCES,2855 TELEGRAPH AVE STE 400,,BERKELEY,CA,95618,Business Owner,2855 TELEGRAPH AVE,BERKELEY,CA,94705,
060 235200100,BL-020536,RETAIL SALES OF SOCCER APPAREL & EQUIPMENT,Retail Trade,SOCCER POST,451110 - Sporting Goods Stores,R,9,Corporation,SOCCER POST,303 HIGHWAY 35,,EATONTOWN,NJ,07724-2158,Business Owner,1324 TENTH St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-016996,EMERGENCY SVCS & RESTORE,Construction or Contractor,BLUSKY RESTORATION CONTRACTORS LLC,238990 - All Other Specialty Trade Contractors,C,"1,300",LLC,BLUSKY RESTORATION CONTRACTORS LLC,9110 E NICHOLS AVE STE 180,,CENTENNIAL,CO,801123591,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-020596,RESIDENTIAL LANDSCAPE INSTALLATION,Business Personal Repair Svs,VINCE'S LANDSCAPING INC,561730 - Landscaping Services,B,40,Corporation,VINCE'S LANDSCAPING INC,3940 PACHECO BLVD,,MARTINEZ,CA,94553-2245,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 157003500,BL-016276,PSYCHOLOGIST,Professional SemiProfessional,SAN FRANCISCO COUPLES COUNSELING & THERAPY CLINIC,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,SAN FRANCISCO COUPLES COUNSELING & THERAPY CLINIC,2515 ASHBY AVE APT 2,,BERKELEY,CA,947052219,Business Owner,2515 ASHBY Ave,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-018472,GENERAL CONTRACTOR,Construction or Contractor,TEICHERT CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,50,Corporation,TEICHERT CONSTRUCTION,3500 AMERICAN RIVER DR,,SACRAMENTO,CA,95864-5802,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 156317900,BL-025216,RES. RENTAL - 5 UNITS,Rental of Real Property,KRASZULYAK MICHAEL / LILIANA (TE),531110 - Lessors of Residential Buildings and Dwellings,L,5,LLC,KRASZULYAK MICHAEL / LILIANA (TE),4844 TELEGRAPH AVE,,OAKLAND,CA,94609-2010,Business Owner,2714 ALCATRAZ AVE,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-011034,CONSTRUCTION,Construction or Contractor,MADRONE BUILDERS,236118 - Residential Remodelers,C,7,Corporation,MADRONE BUILDERS,1191 SOLANO AVE # 6939,,ALBANY,CA,94706-5057,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 241707300,BL-019350,GENERAL CONTRACTOR,Construction or Contractor,COMPLETE CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4,Sole Ownership,COMPLETE CONSTRUCTION,1311 NORTHSIDE AVE,,BERKELEY,CA,94702,Business Owner,1311 NORTHSIDE AVE,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-018511,PROJECT MGMT CONSULTING,Professional SemiProfessional,SWIFTHAWK CONSULTING LLC,541618 - Other Management Consulting Services,P,0,LLC,SWIFTHAWK CONSULTING LLC,PO BOX 6037,,INCLINE VLG,NV,894506037,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 185302707,BL-033627,RES. RENTAL - 4 UNITS,Rental of Real Property,OSBORNE ALEX R/JENNIFER D,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,OSBORNE ALEX R/JENNIFER D,1236 BONITA AVE.,,BERKELEY,CA,94709,Business Owner,156 PANORAMIC WAY,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-017289,SOLAR INSTALLATION,Construction or Contractor,ILUM SOLAR,238990 - All Other Specialty Trade Contractors,C,10,Corporation,ILUM SOLAR,4135 NORTHGATE BLVD STE 9,,SACRAMENTO,CA,95834-1226,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 187601700,BL-019544,"RES. 40+ UNITS, COMM",Rental of Real Property,ELLSWORTH & RUEGG,531110 - Lessors of Residential Buildings and Dwellings,L,10,LLC,ELLSWORTH & RUEGG,2437 DURANT AVE STE 204,,BERKELEY,CA,94704-1610,Business Owner,2526 DURANT AVE,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-019984,RESIDENTIAL & COMMERCIAL CONSTRUCTION,Construction or Contractor,D.H.R. CONSTRUCTION INC,238110 - Poured Concrete Foundation and Structure Contractors,C,72,Corporation,D.H.R. CONSTRUCTION INC,860 GREEN ISLAND RD,,AMERICAN CYN,CA,945039657,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 160601700,BL-029568,RENTAL PROPERTY/8 UNITS,Rental of Real Property,ST JOHN BENJAMIN ETAL,531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,ST JOHN BENJAMIN ETAL,PO BOX 2692,,BERKELEY,CA,94702-0692,Business Owner,1603 PRINCE ST,BERKELEY,CA,94703,
056 200401800,BL-036161,THRIFT STORE,Non Profit Organizations,OUT OF THE CLOSET,448190 - Other Clothing Stores,N,8,Corporation,OUT OF THE CLOSET,19300 S HAMILTON AVE STE 110-111,,GARDENA,CA,902484400,Business Owner,1600 UNIVERSITY AVE,BERKELEY,CA,94703,
058 220901600,BL-015475,RENTAL PROPERTY,Rental of Real Property,2655 VIRGINIA STREET,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,2655 VIRGINIA STREET,2655 VIRGINIA ST APT C,,BERKELEY,CA,947091029,Business Owner,2655 VIRGINIA St,BERKELEY,CA,94709,
053 162502900,BL-037351,RENTAL PROPERTY,Rental of Real Property,DAI ALICE,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,DAI ALICE,13958 TORTUGA RD,,SAN LEANDRO,CA,94577-5429,Business Owner,1332 CARRISON ST,BERKELEY,CA,94702,
052 151200103,BL-009546,HEALTHCARE FACILITY DEV,Professional SemiProfessional,BAYHEALTH LLC,621111 - Offices of Physicians (except Mental Health Specialists),P,5,LLC,BAYHEALTH LLC,3100 SAN PABLO AVE STE 300,,BERKELEY,CA,947022498,Business Owner,3100 SAN PABLO Ave,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-052620,CONSTRUCTION,Construction or Contractor,"US PRIME CONSTRUCTION, INC.",236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Corporation,"US PRIME CONSTRUCTION, INC.",30011 IVY GLENN DR STE 204,,LAGUNA NIGUEL,CA,92677-5017,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
